address,city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"801 E HURON ST","Ann Arbor",MI,42.281377,-83.73964,1,range_interpolation,801,"E Huron St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"808 WWashington St","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2428 SHADOWWOOD DR","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2411 PACKARD ST 53E","Ann Arbor",MI,42.253387,-83.724142,1,rooftop,2411,"Packard St 53E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"936 WALL ST 4","Ann Arbor",MI,42.288421,-83.737726,1,rooftop,936,"Wall St 4",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"3029 CHARING CROSS RD","Ann Arbor",MI,42.244857,-83.689297,1,range_interpolation,3029,"Charing Cross Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2314 Shadowood Dr","Ann Arbor",MI,42.232067,-83.713646,1,range_interpolation,2314,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2655 BURTON RD","Ann Arbor",MI,42.24806,-83.685247,1,range_interpolation,2655,"Burton Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"545 WAYMARKET DR","Ann Arbor",MI,42.242627,-83.757001,1,range_interpolation,545,"Waymarket Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"237 HARBOR WAY","Ann Arbor",MI,42.248092,-83.748495,1,range_interpolation,237,"Harbor Way",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 16I","Ann Arbor",MI,42.277975,-83.742331,1,rooftop,555,"E William St 16I",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2303 SANDALWOOD CIR","Ann Arbor",MI,42.308296,-83.709597,1,range_interpolation,2303,"Sandalwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3760 GREEN BRIER BLVD","Ann Arbor",MI,42.29788,-83.687993,1,rooftop,3760,"Greenbrier Blvd",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"3562 GREEN BRIER BLV","Ann Arbor",MI,42.297799,-83.690215,1,rooftop,3562,"Greenbrier Blvd",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"406 W LIBERTY ST","Ann Arbor",MI,42.279664,-83.752994,1,rooftop,406,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"525 SDivision St","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2383 SANDALWOOD CIR","Ann Arbor",MI,42.306,-83.70942,1,range_interpolation,2383,"Sandalwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"200 N FOURTH AV","Ann Arbor",MI,42.282582,-83.746848,1,rooftop,200,"N 4th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 21H","Ann Arbor",MI,42.277976,-83.74225,1,rooftop,555,"E William St 21H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 19K","Ann Arbor",MI,42.277973,-83.742494,1,rooftop,555,"E William St 19K",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1411 NATALIE LN","Ann Arbor",MI,42.292896,-83.683172,1,range_interpolation,1411,"Natalie Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2775 WINDWOOD DR","Ann Arbor",MI,42.317975,-83.704688,0.9,range_interpolation,2775,"Windwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1602 ARBORVIEW BLVD","Ann Arbor",MI,42.286224,-83.767878,1,range_interpolation,1602,"Arborview Blvd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2005 S HURON PKY","Ann Arbor",MI,42.25691,-83.695489,1,range_interpolation,2005,"S Huron Pkwy",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2725 WINDWOOD DR","Ann Arbor",MI,42.318539,-83.707468,0.9,range_interpolation,2725,"Windwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
CR13-0240,"Ann Arbor",MI,42.266638,-83.849042,1,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1718 CALVIN ST","Ann Arbor",MI,42.297391,-83.782156,1,rooftop,1718,"Calvin St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2785 WINDWOOD DR","Ann Arbor",MI,42.318423,-83.703549,0.9,range_interpolation,2785,"Windwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3985 Stone School Road","Ann Arbor",MI,42.230176,-83.71942,1,range_interpolation,3985,"Stone School Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"743 N MAPLE RD","Ann Arbor",MI,42.2878,-83.781611,1,rooftop,743,"N Maple Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"1050 WALL ST 1C","Ann Arbor",MI,42.287201,-83.73475,1,rooftop,1050,"Wall St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"314 GLENDALE DR","Ann Arbor",MI,42.27989,-83.771295,1,range_interpolation,314,"Glendale Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"245 LAKE VILLAGE DR","Ann Arbor",MI,42.25091,-83.746394,0.9,range_interpolation,245,"Lake Village Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"617 E UNIVERSITY AVE","Ann Arbor",MI,42.274094,-83.735612,1,range_interpolation,617,"E University Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3276 WILLIAMSBURG DR","Ann Arbor",MI,42.235571,-83.696118,0.6,range_interpolation,3276,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"533 LONG SHORE DR A","Ann Arbor",MI,42.292231,-83.741226,1,rooftop,533,"Long Shore Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"1101 MAIDEN LANE CT","Ann Arbor",MI,42.288342,-83.733844,1,rooftop,1101,"Maiden Lane Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"1530 PINE VALLEY DR","Ann Arbor",MI,42.250809,-83.724866,0.5,range_interpolation,1530,"Pine Valley Blvd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"1805 WILLOWTREE LN","Ann Arbor",MI,42.299092,-83.717048,1,range_interpolation,1805,"Willowtree Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2407 PACKARD ST 45E","Ann Arbor",MI,42.253612,-83.724325,1,rooftop,2407,"Packard St 45E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2094 PAULINE BLV","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1110 LUTZ AVE","Ann Arbor",MI,42.274755,-83.760499,1,range_interpolation,1110,"Lutz Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2954 HUNLEY DR","Ann Arbor",MI,42.314922,-83.731301,1,rooftop,2954,"Hunley Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2000 PAULINE BLVD","Ann Arbor",MI,42.267802,-83.77418,1,range_interpolation,2000,"Pauline Blvd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3139 PROFESSIONAL DR","Ann Arbor",MI,42.255435,-83.697443,1,range_interpolation,3139,"Professional Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"1560 PINE VALLEY BLV","Ann Arbor",MI,42.251246,-83.723565,0.78,nearest_rooftop_match,1540,"Pine Valley Blv",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"723 N MAPLE RD","Ann Arbor",MI,42.287444,-83.780668,1,range_interpolation,723,"N Maple Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 17E","Ann Arbor",MI,42.278063,-83.742251,1,rooftop,555,"E William St 17E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2247 SHADOWWOOD DR","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1666 BROADWAY ST","Ann Arbor",MI,42.29504,-83.727926,1,range_interpolation,1666,"Broadway St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"551 S FIFTH AVE","Ann Arbor",MI,42.274979,-83.746207,1,range_interpolation,551,"S 5th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3035 WHISPERWOOD DR","Ann Arbor",MI,42.31678,-83.703149,1,range_interpolation,3035,"Whisperwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"630 KUEHNLE AVE 1","Ann Arbor",MI,42.290491,-83.788395,1,rooftop,630,"Kuehnle Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"555 E WILLIAM ST 18G","Ann Arbor",MI,42.277977,-83.742168,1,rooftop,555,"E William St 18G",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 24G","Ann Arbor",MI,42.277977,-83.742168,1,rooftop,555,"E William St 24G",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"201 E ANN ST","Ann Arbor",MI,42.282473,-83.747186,1,range_interpolation,201,"E Ann St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"1204 E UNIVERSITY AVE","Ann Arbor",MI,42.268416,-83.736344,1,range_interpolation,1204,"E University Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"1040 ISLAND DR","Ann Arbor",MI,42.287848,-83.732919,1,range_interpolation,1040,"Island Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2327 SANDALWOOD CIR","Ann Arbor",MI,42.307498,-83.71062,1,range_interpolation,2327,"Sandalwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"417 MILLER AVE","Ann Arbor",MI,42.283509,-83.752133,1,range_interpolation,417,"Miller Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2011 S HURON PKY","Ann Arbor",MI,42.256897,-83.695491,1,range_interpolation,2011,"S Huron Pkwy",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"1220 W STADIUM BLV","Ann Arbor",MI,42.264271,-83.761788,0.78,nearest_rooftop_match,1200,"W Stadium Blv",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"811 WHuron St","Ann Arbor",MI,42.330538,-83.739038,0.8,range_interpolation,811,"Warren Rd",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2417 NCircle Dr","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"437 S FIFTH AV","Ann Arbor",MI,42.277269,-83.746055,1,range_interpolation,437,"S 5th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"625 HIDDEN VALLEY CLUB DR","Ann Arbor",MI,42.246863,-83.739939,1,range_interpolation,625,"Hidden Valley Club Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3453 PLATT RD","Ann Arbor",MI,42.239343,-83.699863,1,range_interpolation,3453,"Platt Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"316 NThayer St","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3082 WILLIAMSBURG DR","Ann Arbor",MI,42.234938,-83.697404,0.6,range_interpolation,3082,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3011 3033 Lakehaven Ct","Ann Arbor",MI,42.286641,-83.698506,1,range_interpolation,3033,"Lakehaven Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"878 BRIARWOOD CIR","Ann Arbor",MI,42.24231,-83.743458,1,range_interpolation,878,"Briarwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"713 N MAPLE RD","Ann Arbor",MI,42.287485,-83.780515,1,range_interpolation,713,"N Maple Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"203 EDENWOOD DR","Ann Arbor",MI,42.251419,-83.747409,1,range_interpolation,203,Edenwood,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2121 MEDFORD RD","Ann Arbor",MI,42.257449,-83.713548,1,range_interpolation,2121,"Medford Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"508 WAY MARKET DR","Ann Arbor",MI,42.242604,-83.75652,0.9,range_interpolation,508,"Waymarket Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 25L","Ann Arbor",MI,42.277973,-83.742535,1,rooftop,555,"E William St 25L",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1500 PAULINE BLVD B","Ann Arbor",MI,42.268485,-83.76546,1,rooftop,1500,"Pauline Blvd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"804 S STATE ST","Ann Arbor",MI,42.235127,-83.744667,1,range_interpolation,804,"State Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1119 MAIDEN LA","Ann Arbor",MI,42.287877,-83.733393,1,range_interpolation,1119,"Maiden Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"527 ELiberty St","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 11B","Ann Arbor",MI,42.27806,-83.742496,1,rooftop,555,"E William St 11B",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"429 S SEVENTH ST","Ann Arbor",MI,42.27701,-83.758361,1,range_interpolation,429,"S 7th St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"420 PARKWOOD ST","Ann Arbor",MI,42.287789,-83.790842,1,rooftop,420,"Parkwood St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2710 WINDWOOD DR","Ann Arbor",MI,42.318544,-83.707593,1,range_interpolation,2710,"Windwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3615 GREEN BRIER BLV","Ann Arbor",MI,42.298729,-83.689313,1,rooftop,3615,"Greenbrier Blvd",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"576 582 Kellogg St","Ann Arbor",MI,42.292955,-83.740712,1,rooftop,582,"Kellogg St A",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"2316 SHADOWOOD DR","Ann Arbor",MI,42.232086,-83.713643,1,range_interpolation,2316,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1030 PENNSYLVANIA AVE","Ann Arbor",MI,42.269029,-83.779554,1,range_interpolation,1030,"Pennsylvania Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"420 W JEFFERSON ST","Ann Arbor",MI,42.276169,-83.752465,1,range_interpolation,420,"W Jefferson St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 6K","Ann Arbor",MI,42.277973,-83.742494,1,rooftop,555,"E William St 6K",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2009 S HURON PKY","Ann Arbor",MI,42.256902,-83.695491,1,range_interpolation,2009,"S Huron Pkwy",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2853 BURTON RD","Ann Arbor",MI,42.245923,-83.685154,1,range_interpolation,2853,"Burton Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 16C","Ann Arbor",MI,42.278061,-83.742415,1,rooftop,555,"E William St 16C",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"521 S MAIN ST","Ann Arbor",MI,42.27625,-83.748596,1,range_interpolation,521,"S Main St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 25F","Ann Arbor",MI,42.278064,-83.74217,1,rooftop,555,"E William St 25F",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1030 ARBORDALE ST","Ann Arbor",MI,42.268425,-83.767344,0.78,nearest_rooftop_match,1010,"Arbordale St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"1474 W LIBERTY ST","Ann Arbor",MI,42.276378,-83.766784,1,range_interpolation,1474,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1500 PAULINE BLVD D","Ann Arbor",MI,42.268485,-83.76546,1,rooftop,1500,"Pauline Blvd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"263 LYNDEN GLEN DR","Ann Arbor",MI,42.252297,-83.746118,1,range_interpolation,263,"Lynden Glen Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1721 PAULINE BLVD","Ann Arbor",MI,42.267908,-83.768906,1,range_interpolation,1721,"Pauline Blvd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3027 WILLIAMSBURG DR","Ann Arbor",MI,42.234393,-83.695404,0.77,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"555 E WILLIAM ST 6E","Ann Arbor",MI,42.278063,-83.742251,1,rooftop,555,"E William St 6E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 22J","Ann Arbor",MI,42.278,-83.742401,1,rooftop,555,"E William St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2020 CRESTLAND DR","Ann Arbor",MI,42.256014,-83.72048,1,range_interpolation,2020,"Crestland Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"437 SECOND ST","Ann Arbor",MI,42.276783,-83.752063,1,rooftop,437,"2nd St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2392 JONATHAN CT","Ann Arbor",MI,42.230184,-83.710446,1,range_interpolation,2392,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1113 S UNIVERSITY AVE","Ann Arbor",MI,42.275138,-83.735664,1,range_interpolation,1113,"S University Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2341 SANDALWOOD CIR","Ann Arbor",MI,42.307053,-83.710613,1,range_interpolation,2341,"Sandalwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3002 WOLVERINE DR","Ann Arbor",MI,42.236391,-83.6999,1,range_interpolation,3002,"Wolverine Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1711 BROADVIEW LN","Ann Arbor",MI,42.299016,-83.725242,1,range_interpolation,1711,"Broadview Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"415 S FIFTH AV","Ann Arbor",MI,42.277413,-83.745855,1,rooftop,415,"S 5th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"1582 W LIBERTY ST","Ann Arbor",MI,42.276137,-83.767857,1,range_interpolation,1582,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3535 GREEN BRIER BLVD","Ann Arbor",MI,42.299072,-83.69137,1,rooftop,3535,"Greenbrier Blvd",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"1207 ROOSEVELT AVE","Ann Arbor",MI,42.269307,-83.733848,1,rooftop,1207,"Roosevelt Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"1105 NORMAN PL","Ann Arbor",MI,42.267921,-83.769287,1,range_interpolation,1105,"Norman Pl",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 3C","Ann Arbor",MI,42.278061,-83.742415,1,rooftop,555,"E William St 3C",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2301 LESLIE CIR","Ann Arbor",MI,42.309139,-83.714705,1,range_interpolation,2301,"Leslie Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"319 N MAIN ST","Ann Arbor",MI,42.283936,-83.748659,1,rooftop,319,"N Main St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"555 E WILLIAM ST 3D","Ann Arbor",MI,42.278,-83.742401,1,rooftop,555,"E William St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"650 HIDDEN VALLEY CLUB DR","Ann Arbor",MI,42.246235,-83.741953,1,range_interpolation,650,"Hidden Valley Club Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 25A","Ann Arbor",MI,42.278059,-83.742578,1,rooftop,555,"E William St 25A",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"543 LONG SHORE DR B","Ann Arbor",MI,42.291422,-83.741051,1,rooftop,543,"Long Shore Dr A",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"1108 LUTZ AVE","Ann Arbor",MI,42.274755,-83.760484,1,range_interpolation,1108,"Lutz Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 15H","Ann Arbor",MI,42.277976,-83.74225,1,rooftop,555,"E William St 15H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1110 MAIDEN LANE CT","Ann Arbor",MI,42.288749,-83.732458,1,rooftop,1110,"Maiden Lane Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"555 E WILLIAM ST 8K","Ann Arbor",MI,42.277973,-83.742494,1,rooftop,555,"E William St 8K",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"724 N MAIN ST","Ann Arbor",MI,42.287662,-83.747659,1,range_interpolation,724,"N Main St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"700 ARBOR ST","Ann Arbor",MI,42.270826,-83.740644,1,range_interpolation,700,"Arbor St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2338 Shadowood Dr","Ann Arbor",MI,42.232263,-83.71359,1,range_interpolation,2338,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3025 Williamsburg Dr","Ann Arbor",MI,42.234393,-83.695404,0.77,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"1801 WILLOWTREE LN","Ann Arbor",MI,42.299246,-83.716893,1,range_interpolation,1801,"Willowtree Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"180 LAKE VILLAGE DR","Ann Arbor",MI,42.250899,-83.747189,1,range_interpolation,180,"Lake Village Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2401 PACKARD ST 31D","Ann Arbor",MI,42.253756,-83.723953,1,rooftop,2401,"Packard St 31D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1925 DEXTER AVE","Ann Arbor",MI,42.283203,-83.771998,1,range_interpolation,1925,"Dexter Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1058 ISLAND DR","Ann Arbor",MI,42.287995,-83.732654,1,range_interpolation,1058,"Island Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"703 N MAPLE RD","Ann Arbor",MI,42.286925,-83.780646,1,range_interpolation,703,"N Maple Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"514 W JEFFERSON ST","Ann Arbor",MI,42.276168,-83.754241,1,rooftop,514,"W Jefferson St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"210 LAKE VILLAGE DR","Ann Arbor",MI,42.250904,-83.746894,1,range_interpolation,210,"Lake Village Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"600 E WASHINGTON ST","Ann Arbor",MI,42.280065,-83.741891,1,rooftop,600,"E Washington St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
