address,city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"2826 Braeburn Cir","Ann Arbor",MI,42.234656,-83.708219,1,range_interpolation,2826,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3522 Braeburn Cir","Ann Arbor",MI,42.230862,-83.706296,0.9,range_interpolation,3522,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3547 Braeburn Cir","Ann Arbor",MI,42.23064,-83.706286,1,range_interpolation,3547,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2600 Arrowwood Trl","Ann Arbor",MI,42.308362,-83.731139,1,range_interpolation,2600,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2546 Arrowwood Trl","Ann Arbor",MI,42.308769,-83.731732,1,range_interpolation,2546,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2640 ARROWWOOD TRL","Ann Arbor",MI,42.308294,-83.730313,1,range_interpolation,2640,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3022 BRAEBURN CIR","Ann Arbor",MI,42.234694,-83.708821,1,range_interpolation,3022,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3261 Braeburn Cir","Ann Arbor",MI,42.234658,-83.708154,0.9,range_interpolation,3261,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2743 Arrowwood Trl","Ann Arbor",MI,42.308183,-83.728976,1,range_interpolation,2743,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3445 BRAEBURN CIR","Ann Arbor",MI,42.234075,-83.708752,0.9,range_interpolation,3445,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3429 BRAEBURN CIR","Ann Arbor",MI,42.233967,-83.708767,0.9,range_interpolation,3429,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2343 ARROWWOOD TRL","Ann Arbor",MI,42.307748,-83.734406,1,range_interpolation,2343,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3179 BRAEBURN CIR","Ann Arbor",MI,42.23335,-83.709134,1,range_interpolation,3179,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2337 ARROWWOOD TRL","Ann Arbor",MI,42.30775,-83.734479,1,range_interpolation,2337,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3335 Braeburn Cir","Ann Arbor",MI,42.233362,-83.708834,0.9,range_interpolation,3335,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3129 BRAEBURN CIR","Ann Arbor",MI,42.233465,-83.709137,1,range_interpolation,3129,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2940 Braeburn Cir","Ann Arbor",MI,42.234301,-83.708803,1,range_interpolation,2940,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2352 ARROWWOOD TRL","Ann Arbor",MI,42.307467,-83.73407,1,range_interpolation,2352,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2396 Arrowwood Trl","Ann Arbor",MI,42.307761,-83.733408,1,range_interpolation,2396,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3142 Braeburn Cir","Ann Arbor",MI,42.234539,-83.70852,1,range_interpolation,3142,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3105 Braeburn Cir","Ann Arbor",MI,42.234175,-83.709041,1,range_interpolation,3105,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3432 Braeburn Cir","Ann Arbor",MI,42.233988,-83.708764,1,range_interpolation,3432,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3180 Braeburn Cir","Ann Arbor",MI,42.23461,-83.708419,1,range_interpolation,3180,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2777 Braeburn Cir","Ann Arbor",MI,42.232202,-83.708209,1,range_interpolation,2777,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2498 ARROWWOOD TRL","Ann Arbor",MI,42.308722,-83.732341,1,range_interpolation,2498,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2542 Arrowwood Trl","Ann Arbor",MI,42.308783,-83.731779,1,range_interpolation,2542,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2404 Arrowwood Trl","Ann Arbor",MI,42.30782,-83.733329,1,range_interpolation,2404,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3175 BRAEBURN CIR","Ann Arbor",MI,42.233265,-83.708969,1,range_interpolation,3175,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3021 Braeburn Cir","Ann Arbor",MI,42.233577,-83.709126,1,range_interpolation,3021,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2872 BRAEBURN CIR","Ann Arbor",MI,42.234659,-83.7081,1,range_interpolation,2872,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3407 BRAEBURN CIR","Ann Arbor",MI,42.233819,-83.708786,0.9,range_interpolation,3407,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2989 BRAEBURN CIR","Ann Arbor",MI,42.234317,-83.708996,1,range_interpolation,2989,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2771 Arrowwood Trl","Ann Arbor",MI,42.307761,-83.729016,1,range_interpolation,2771,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3513 Braeburn Cir","Ann Arbor",MI,42.230941,-83.706299,1,range_interpolation,3513,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3320 Braeburn Cir","Ann Arbor",MI,42.23326,-83.708828,1,range_interpolation,3320,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2579 BRAEBURN CIR","Ann Arbor",MI,42.231062,-83.70692,1,range_interpolation,2579,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3570 Braeburn Cir","Ann Arbor",MI,42.230437,-83.706277,0.9,range_interpolation,3570,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3265 BRAEBURN CIR","Ann Arbor",MI,42.234658,-83.70814,0.9,range_interpolation,3265,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3193 BRAEBURN CIR","Ann Arbor",MI,42.234235,-83.709011,1,range_interpolation,3193,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2941 BRAEBURN CIR","Ann Arbor",MI,42.233666,-83.709118,1,range_interpolation,2941,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3539 Braeburn Cir","Ann Arbor",MI,42.230711,-83.706289,1,range_interpolation,3539,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2513 BRAEBURN CIR","Ann Arbor",MI,42.230841,-83.706595,1,range_interpolation,2513,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3435 BRAEBURN CIR","Ann Arbor",MI,42.234008,-83.708761,0.9,range_interpolation,3435,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3366 Braeburn Cir","Ann Arbor",MI,42.233548,-83.708828,1,range_interpolation,3366,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3279 BRAEBURN CIR","Ann Arbor",MI,42.23466,-83.708095,0.9,range_interpolation,3279,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3206 BRAEBURN CIR","Ann Arbor",MI,42.234631,-83.708322,1,range_interpolation,3206,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3200 BRAEBURN CIR","Ann Arbor",MI,42.234624,-83.70834,1,range_interpolation,3200,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1800 BROOKFIELD DR","Ann Arbor",MI,42.24831,-83.765106,1,range_interpolation,1800,"Brookfield Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3308 BRAEBURN CIR","Ann Arbor",MI,42.233283,-83.705316,1,rooftop,3308,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"2889 BRAEBURN CIR","Ann Arbor",MI,42.232988,-83.70906,1,range_interpolation,2889,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3148 Braeburn Cir","Ann Arbor",MI,42.23455,-83.708504,1,range_interpolation,3148,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3080 Braeburn Cir","Ann Arbor",MI,42.234417,-83.708646,1,range_interpolation,3080,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3527 Braeburn Cir","Ann Arbor",MI,42.230817,-83.706294,1,range_interpolation,3527,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3291 BRAEBURN CIR","Ann Arbor",MI,42.23466,-83.708056,0.9,range_interpolation,3291,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2681 ARROWWOOD TRL","Ann Arbor",MI,42.308782,-83.729852,1,range_interpolation,2681,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3214 Braeburn Cir","Ann Arbor",MI,42.234641,-83.708298,1,range_interpolation,3214,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2866 BRAEBURN CIR","Ann Arbor",MI,42.234659,-83.708116,1,range_interpolation,2866,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2306 Arrowwood Trl","Ann Arbor",MI,42.307456,-83.734853,1,range_interpolation,2306,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2960 BRAEBURN CIR","Ann Arbor",MI,42.234301,-83.708803,1,range_interpolation,2960,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2783 BRAEBURN CIR","Ann Arbor",MI,42.232229,-83.708252,1,range_interpolation,2783,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2367 Arrowwood Trl","Ann Arbor",MI,42.307801,-83.733925,1,range_interpolation,2367,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2825 Arrowwood Trl","Ann Arbor",MI,42.307169,-83.729597,1,range_interpolation,2825,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3504 Braeburn Cir","Ann Arbor",MI,42.231021,-83.706303,0.9,range_interpolation,3504,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2950 BRAEBURN CIR","Ann Arbor",MI,42.235159,-83.709155,1,range_interpolation,2950,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3548 Braeburn Cir","Ann Arbor",MI,42.230631,-83.706286,0.9,range_interpolation,3548,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2647 Braeburn Cir","Ann Arbor",MI,42.231461,-83.707278,1,range_interpolation,2647,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2745 Arrowwood Trl","Ann Arbor",MI,42.308123,-83.728951,1,range_interpolation,2745,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3318 Braeburn Cir","Ann Arbor",MI,42.233246,-83.708827,1,range_interpolation,3318,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2957 BRAEBURN CIR","Ann Arbor",MI,42.233885,-83.70908,1,range_interpolation,2957,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3375 BRAEBURN CIR","Ann Arbor",MI,42.233609,-83.708822,0.9,range_interpolation,3375,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2537 BRAEBURN CIR","Ann Arbor",MI,42.230456,-83.706578,1,range_interpolation,2537,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3285 BRAEBURN CIR","Ann Arbor",MI,42.23466,-83.708075,0.9,range_interpolation,3285,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3441 Braeburn Cir","Ann Arbor",MI,42.234048,-83.708756,0.9,range_interpolation,3441,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2867 Braeburn Cir","Ann Arbor",MI,42.23278,-83.70892,1,range_interpolation,2867,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2935 BRAEBURN CIR","Ann Arbor",MI,42.233586,-83.709125,1,range_interpolation,2935,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3294 Braeburn Cir","Ann Arbor",MI,42.234661,-83.708046,1,range_interpolation,3294,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2420 Arrowwood Trl","Ann Arbor",MI,42.307926,-83.733074,1,range_interpolation,2420,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2871 BRAEBURN CIR","Ann Arbor",MI,42.232843,-83.709013,1,range_interpolation,2871,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2821 Braeburn Cir","Ann Arbor",MI,42.232437,-83.708615,1,range_interpolation,2821,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2803 Arrowwood Trl","Ann Arbor",MI,42.307374,-83.729286,1,range_interpolation,2803,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2800 Braeburn Cir","Ann Arbor",MI,42.234649,-83.708279,1,range_interpolation,2800,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2389 ARROWWOOD TRL","Ann Arbor",MI,42.307943,-83.733666,1,range_interpolation,2389,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2382 Arrowwood Trl","Ann Arbor",MI,42.307659,-83.733546,1,range_interpolation,2382,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3061 BRAEBURN CIR","Ann Arbor",MI,42.233577,-83.709126,1,range_interpolation,3061,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2353 Arrowwood Trl","Ann Arbor",MI,42.307763,-83.734122,1,range_interpolation,2353,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2305 ARROWWOOD TRL","Ann Arbor",MI,42.307756,-83.734872,1,range_interpolation,2305,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2830 Braeburn Cir","Ann Arbor",MI,42.234657,-83.708208,1,range_interpolation,2830,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2633 ARROWWOOD TRL","Ann Arbor",MI,42.30853,-83.730571,1,range_interpolation,2633,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2375 ARROWWOOD TRL","Ann Arbor",MI,42.307832,-83.733845,1,range_interpolation,2375,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3220 Braeburn Cir","Ann Arbor",MI,42.234648,-83.70828,1,range_interpolation,3220,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2896 BRAEBURN CIR","Ann Arbor",MI,42.234661,-83.708038,1,range_interpolation,2896,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3249 BRAEBURN CIR","Ann Arbor",MI,42.234657,-83.708193,0.9,range_interpolation,3249,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3542 Braeburn Cir","Ann Arbor",MI,42.230685,-83.706288,0.9,range_interpolation,3542,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3039 BRAEBURN CIR","Ann Arbor",MI,42.233265,-83.708969,1,range_interpolation,3039,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2651 Braeburn Cir","Ann Arbor",MI,42.23149,-83.707295,1,range_interpolation,2651,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2729 Arrowwood Trl","Ann Arbor",MI,42.308377,-83.729094,1,range_interpolation,2729,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3380 Braeburn Cir","Ann Arbor",MI,42.233642,-83.708819,1,range_interpolation,3380,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3024 BRAEBURN CIR","Ann Arbor",MI,42.234856,-83.708591,1,range_interpolation,3024,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2653 ARROWWOOD TRL","Ann Arbor",MI,42.308616,-83.730327,1,range_interpolation,2653,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3135 Braeburn Cir","Ann Arbor",MI,42.234476,-83.708968,1,range_interpolation,3135,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1740 BROOKFIELD DR","Ann Arbor",MI,42.248617,-83.763419,1,range_interpolation,1740,"Brookfield Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3455 BRAEBURN CIR","Ann Arbor",MI,42.234142,-83.708743,0.9,range_interpolation,3455,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3343 Braeburn Cir","Ann Arbor",MI,42.233392,-83.708843,0.9,range_interpolation,3343,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3011 Braeburn Cir","Ann Arbor",MI,42.234476,-83.708968,1,range_interpolation,3011,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2952 Braeburn Cir","Ann Arbor",MI,42.235292,-83.709079,1,range_interpolation,2952,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2657 Braeburn Cir","Ann Arbor",MI,42.231534,-83.70732,1,range_interpolation,2657,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2391 Arrowwood Trl","Ann Arbor",MI,42.307958,-83.733646,1,range_interpolation,2391,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2953 BRAEBURN CIR","Ann Arbor",MI,42.233832,-83.709087,1,range_interpolation,2953,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2665 Arrowwood Trl","Ann Arbor",MI,42.308728,-83.730133,1,range_interpolation,2665,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2629 Braeburn Cir","Ann Arbor",MI,42.231319,-83.707173,1,range_interpolation,2629,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3367 BRAEBURN CIR","Ann Arbor",MI,42.233554,-83.708827,0.9,range_interpolation,3367,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3067 BRAEBURN CIR","Ann Arbor",MI,42.234255,-83.709007,1,range_interpolation,3067,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3028 Braeburn Cir","Ann Arbor",MI,42.234811,-83.707965,1,range_interpolation,3028,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3514 Braeburn Cir","Ann Arbor",MI,42.230933,-83.706299,0.9,range_interpolation,3514,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2865 Braeburn Cir","Ann Arbor",MI,42.232766,-83.708911,1,range_interpolation,2865,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3531 Braeburn Cir","Ann Arbor",MI,42.230782,-83.706292,1,range_interpolation,3531,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3058 BRAEBURN CIR","Ann Arbor",MI,42.234957,-83.708194,1,range_interpolation,3058,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3482 Braeburn Cir","Ann Arbor",MI,42.234317,-83.708692,1,range_interpolation,3482,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2591 BRAEBURN CIR","Ann Arbor",MI,42.231226,-83.707071,1,range_interpolation,2591,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2452 Arrowwood Trl","Ann Arbor",MI,42.308258,-83.732671,1,range_interpolation,2452,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2302 Arrowwood Trl","Ann Arbor",MI,42.307457,-83.734902,1,range_interpolation,2302,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2506 Arrowwood Trl","Ann Arbor",MI,42.308748,-83.732268,1,range_interpolation,2506,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3093 Braeburn Cir","Ann Arbor",MI,42.233255,-83.709128,1,range_interpolation,3093,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3427 Braeburn Cir","Ann Arbor",MI,42.233954,-83.708768,0.9,range_interpolation,3427,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3461 BRAEBURN CIR","Ann Arbor",MI,42.234176,-83.708717,0.9,range_interpolation,3461,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2977 Braeburn Cir","Ann Arbor",MI,42.234152,-83.709045,1,range_interpolation,2977,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2817 ARROWWOOD TRL","Ann Arbor",MI,42.307218,-83.729512,1,range_interpolation,2817,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
